created_at,text,edit_history_tweet_ids,author_id,lang,id,withheld
2022-11-22T19:23:28.000Z,RT @Aftab_lqbaI: کیا آپ انہیں اپنا آرمی چیف دیکھنا چاہتے ہیں؟ https://t.co/fDX0ZbTulJ,['1595135897783087104'],1354000680491622400,ur,1595135897783087104,
2022-11-22T19:23:21.000Z,"RT @MaleehaHashmey: شہباز شریف پاکستان سے جانے سے پہلے جمعرات کو ایک ہنگامی کابینہ اجلاس کریں گے

اب دیکھتے ہیں کہ اگلا گول کون سی ٹیم پہلے…",['1595135868423274496'],1354000680491622400,ur,1595135868423274496,
2022-11-22T19:23:15.000Z,RT @InsafPK: 26نومبر بروز ہفتہ سب راولپنڈی پہنچیں  #انقلاب_عمران_کے_سنگ https://t.co/aR5pg4bpQs,['1595135843400048640'],1354000680491622400,ur,1595135843400048640,
2022-11-22T19:23:12.000Z,RT @PTIofficial: آپ میری بات لکھ لیں اگلا الیکشن عمران خان کا ہے جب الیکشن ہوگا اگلا الیکشن عمران خان کا ہوگا اس وقت ایک سیلاب ہے عوام کا ع…,['1595135830783557633'],1354000680491622400,ur,1595135830783557633,
2022-11-22T19:23:05.000Z,RT @Hammad_Azhar: ملک میں صنعت اور تجارت کا شدید بحران ہے۔ لیکن حکومت کی نااہلی اور لاپرواہی کا یہ عالم ہے کہ کسی کو پتہ بھی نہیں کی ہمارا…,['1595135799699574787'],1354000680491622400,ur,1595135799699574787,
2022-11-22T19:21:35.000Z,"RT @ImranARaja1: اپنی مرضی کا DG ISI لگانے کے لیے ڈرامہ کھیلا گیا
اور
سابق وزیراعظم @ImranKhanPTI کو Suggestion بھیجے بغیر نام اناؤنس کر دی…",['1595135423033970688'],1354000680491622400,ur,1595135423033970688,
2022-11-22T19:21:30.000Z,RT @Naya__Pakistan_: صدقہ برائے صحت یابی عمران خان ❤️ https://t.co/hHjolFs6mt,['1595135399885955073'],1354000680491622400,ur,1595135399885955073,
2022-11-22T19:21:23.000Z,"RT @alibest55: "" ہمیں دشمن کے بچوں کو پڑھانا ہے""
کراچی کی درس گاہوں کو مٹانا ہے
 #islamiacollege https://t.co/L52PlyeBJ4",['1595135372018978818'],1354000680491622400,ur,1595135372018978818,
2022-11-22T19:21:13.000Z,RT @FarooquiJameel: بریکنگ نیوز : ہم یہ تحریک اس لئے نہیں چلا رہے کہ ہمیں حکومت میں آنا ہے ،حکومت میں تو ہمیں آنا ہی ہے بس عوام ہی طاقت رہے…,['1595135330566692864'],1354000680491622400,ur,1595135330566692864,
2022-11-22T19:21:09.000Z,RT @Naya__Pakistan_: جب ارشد شریف بھی ہم میں موجود تھے https://t.co/8OH3kFoEk8,['1595135314418597889'],1354000680491622400,ur,1595135314418597889,
2022-11-22T19:20:36.000Z,RT @FawadPTIUpdates: پی ٹی آئی نے ان 7 ماہ میں آگ اور خون کی لڑائی لڑی ہے، عمران خان پر قاتلانہ حملہ ہوا، لوگوں کو گرفتار کیا گیا، انکی فلم…,['1595135176778338305'],1354000680491622400,ur,1595135176778338305,
2022-11-22T19:20:01.000Z,RT @ImranRiazKhan: تنقید ضرور کریں مگر یہ وردی بڑی مقدس ہے۔ اس میں ہزاروں شہداء کا خون بھی ہے۔ وردی کو نشانہ نا بنائیں البتہ دو نمبر عناصر…,['1595135027284938753'],1354000680491622400,ur,1595135027284938753,
2022-11-22T19:19:46.000Z,@MjKhurramHameed 🐕🐕🐕🐕🐕🐕🐕غپ غپ غپ غپ غپ بھونکو,['1595134964106166273'],1354000680491622400,fa,1595134964106166273,
2022-11-22T19:18:49.000Z,"RT @amber_rj: پاکستان کھانے سے پہلے اور بعد تک کا آرمی چیف کا سفر
Before and after 😆😆 https://t.co/QcZxM1J0Xd",['1595134726410764288'],1354000680491622400,ur,1595134726410764288,
2022-11-22T19:18:04.000Z,RT @ColhashimDogar: میں اس میں ہوں دائیں سے دوسرے ہاتھ۔ 1993 فخریہ لمحات ہم نے سندھ کے انتہای خطرناک ڈاکو بشیر ملاح کا خاتمہ کیا تھا۔ عمران…,['1595134537146986496'],1354000680491622400,ur,1595134537146986496,
2022-11-22T19:17:32.000Z,RT @SumiPTI: اب امریکہ فتح کرنے کے بعد ہی لوٹیں گے، وہ بھی تابوت میں۔ https://t.co/Ax9GjMW7Tf,['1595134404803715072'],1354000680491622400,ur,1595134404803715072,
2022-11-22T19:17:27.000Z,"RT @PTIOfficialISB: جب قوم میں یہ جزبہ آجائے تو حقیقی آزادی کو کوئی طاقت نہیں روک سکتی!
#انقلاب_عمران_کے_سنگ https://t.co/Buqy2FVhoi",['1595134380040605696'],1354000680491622400,ur,1595134380040605696,
2022-11-22T19:17:22.000Z,"RT @PTIOfficialISB: Throwback:14th Aug Lahore Jalsa
It started with Kaptaan saying absolutely not 
to ""Ghulami"" and now the entire nation s…",['1595134360675835905'],1354000680491622400,en,1595134360675835905,
2022-11-22T18:21:12.000Z,"RT @ImranARaja1: کیوں پھر ؟ لائی ہے نا ن لیگ گوڈے کے نیچے ؟ اگلی دھمکی ایک اور کردار کی پردہ کشائی تھی ۔۔
۔۔
“صفایا خان ہی کرے گا انشاء ال…",['1595120225456132096'],1354000680491622400,ur,1595120225456132096,
2022-11-22T18:21:06.000Z,RT @UdarOfficial: منصور بھائی میں نے بھی لفافوں سے متعلق آپ سے عمومی سوال کیا تھا۔ آپ ویسے خود کو سمجھ بیٹھے! میں آپ کی اس حرکت کی مذمت کرت…,['1595120201929850882'],1354000680491622400,ur,1595120201929850882,
2022-11-22T18:20:54.000Z,RT @UmerInamPk: کیا @OfficialDGISPR پریس کانفرنس کر کے احمد نورانی کی سٹوری پر کوئی جواب دینا پسند کریں گے؟؟,['1595120152324214784'],1354000680491622400,ur,1595120152324214784,
2022-11-22T18:20:44.000Z,RT @ImranRiazKhan: نواز شریف کا مرضی کی تعیناتی کے لیے 27 نومبر سے پہلے اپنے بھائی پر بڑے ایڈوینچر کے لیے دباؤ۔ میاں صاحب 12 اکتوبر 1999 وا…,['1595120107310968832'],1354000680491622400,ur,1595120107310968832,
2022-11-22T18:20:40.000Z,RT @Jooookeeeerrrr: لیفٹیننٹ جنرل فیض حمید کا نام بھی سمری میں شامل 🔥♥️,['1595120091351613440'],1354000680491622400,ur,1595120091351613440,
2022-11-22T18:20:36.000Z,RT @Skiper786: آپ لوگ جنرل فیض فیض کرتے رہو انصافیو ادھر عمران خان پر حملے کا منصوبہ تیار ہے،اور اسے کوور آپ کرنے کیلے بھی حکمت عملی بنائی…,['1595120074561839105'],1354000680491622400,ur,1595120074561839105,
2022-11-22T18:20:24.000Z,RT @ImranRiazKhan: اب یہ کیا ہے۔ اس کو سنجیدہ لینے کی بجائے انجوائے کریں۔ https://t.co/BA2aeK4KOQ,['1595120024746102784'],1354000680491622400,ur,1595120024746102784,
2022-11-22T18:19:11.000Z,"RT @Alishhhaha: Watch and retweet as much as you can.
Complete video is here:
https://t.co/WPCyBx7Nsl https://t.co/UeU01qcugn",['1595119717194555392'],1354000680491622400,en,1595119717194555392,
