id,created_at,text,geo,lang,author_id,edit_history_tweet_ids
1594855865471098880,2022-11-22T00:50:43.000Z,Accident. Off-ramp affected in #NWOKC on NW Expressway EB at Lake Hefner Parkway. Reported by https://t.co/f5Wd16Ld4s #OKCtraffic https://t.co/5PW2Tg8tp6,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.58018, 35.53236]}}",en,249851984,['1594855865471098880']
1594855863503785986,2022-11-22T00:50:43.000Z,Accident in #I-240Corridor on Pennsylvania Ave near Southwest 82nd Street. Reported by https://t.co/f5Wd16KFeU #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.54786, 35.38333]}}",en,249851984,['1594855863503785986']
1594855861570396161,2022-11-22T00:50:43.000Z,Accident cleared in #SWOKC on SW 59th St west of OK-152. Reported by https://t.co/f5Wd16Ld4s #OKCtraffic https://t.co/5PW2Tg8tp6,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.66231, 35.40619]}}",en,249851984,['1594855861570396161']
1594854605082578947,2022-11-22T00:45:43.000Z,Accident reported in #NWOKC on NW 164th St at North May Avenue. Reported by https://t.co/f5Wd16KFeU #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.56718, 35.63854]}}",en,249851984,['1594854605082578947']
1594853347718225921,2022-11-22T00:40:43.000Z,Accident reported in #I-240Corridor on Pennsylvania Ave near Southwest 82nd Street. Reported by https://t.co/f5Wd16KFeU #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.54786, 35.38333]}}",en,249851984,['1594853347718225921']
1594850833316941824,2022-11-22T00:30:44.000Z,Accident cleared in #SEOKC on I-235 NB at OKC Blvd/Sheridan/Exit 1C. Reported by EMSA-PulsePoint #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.49965, 35.46592]}}",en,249851984,['1594850833316941824']
1594850830976692224,2022-11-22T00:30:43.000Z,Accident cleared in #NWOKC on Kilpatrick Turnpike WB after Pennsylvania Ave. Reported by https://t.co/f5Wd16Ld4s #OKCtraffic https://t.co/5PW2Tg8tp6,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.54483, 35.6092]}}",en,249851984,['1594850830976692224']
1594849573511761920,2022-11-22T00:25:43.000Z,Accident reported in #SWOKC on SW 59th St west of OK-152. Reported by https://t.co/f5Wd16Ld4s #OKCtraffic https://t.co/5PW2Tg8tp6,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.66231, 35.40619]}}",en,249851984,['1594849573511761920']
1594849571561033728,2022-11-22T00:25:43.000Z,"Accident in #SEOKC on I-235 NB at OKC Blvd/Sheridan/Exit 1C, stop and go traffic back to I-40/Exit 1B &amp;amp; 1A. Reported by EMSA-PulsePoint #OKCtraffic https://t.co/5PW2TfQkaY","{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.49965, 35.46592]}}",en,249851984,['1594849571561033728']
1594848318261166080,2022-11-22T00:20:44.000Z,Accident. Off-ramp affected in #NWOKC on NW Expressway EB at Lake Hefner Parkway. Reported by https://t.co/f5Wd16KFeU #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.58018, 35.53236]}}",en,249851984,['1594848318261166080']
1594848315471970304,2022-11-22T00:20:43.000Z,"Accident in #SEOKC on I-235 NB at OKC Blvd/Sheridan/Exit 1C, stop and go traffic back to I-40/Exit 1B &amp;amp; 1A. Reported by EMSA-PulsePoint #OKCtraffic https://t.co/5PW2Tg7Vzy","{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.49965, 35.46592]}}",en,249851984,['1594848315471970304']
1594847055666728962,2022-11-22T00:15:43.000Z,Accident in #SEOKC on I-235 NB at OKC Blvd/Sheridan/Exit 1C. Reported by EMSA-PulsePoint #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.49965, 35.46592]}}",en,249851984,['1594847055666728962']
1594845807647150080,2022-11-22T00:10:46.000Z,Injury Accident in #NWOKC on Kilpatrick Turnpike WB after Pennsylvania Ave. Reported by https://t.co/f5Wd16t3Qk #OKCtraffic https://t.co/5PW2TfQkaY,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.54483, 35.6092]}}",en,249851984,['1594845807647150080']
1594845805453590529,2022-11-22T00:10:45.000Z,Accident cleared in #OklahomaCity on Northwest 24th Street at North Portland Avenue. Reported by https://t.co/f5Wd16t3Qk #OKCtraffic https://t.co/5PW2TfQkaY,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.58333, 35.49424]}}",en,249851984,['1594845805453590529']
1594845803222294529,2022-11-22T00:10:44.000Z,Accident cleared in #NWOKC on Pennsylvania Ave NB at NW 10th St. Reported by https://t.co/f5Wd16KFeU #OKCtraffic https://t.co/5PW2Tg7Vzy,"{'place_id': '9531d4e3bbafc09d', 'coordinates': {'type': 'Point', 'coordinates': [-97.5478, 35.47872]}}",en,249851984,['1594845803222294529']
