['1596962063389454337'],2022-11-27T20:20:00.000Z,1596962063389454337,1490848657,en,RT @LBU561: LB Specific training schedule is going to be released soon‼️‼️ #LBU561 @athletix561 @RayfieldDixon @EraPrep @ESPNTop63 @larrybl…,
['1596962063301107713'],2022-11-27T20:20:00.000Z,1596962063301107713,4848961849,en,"The capital and largest city of Belgium, in the central part of the country  https://t.co/KjqAuQfeq3",
['1596962063204503553'],2022-11-27T20:20:00.000Z,1596962063204503553,754409255374127104,en,"The capital and largest city of Algeria, in the north on the Bay of Algiers, an arm of the Mediterranean Sea https://t.co/4ao7ckzvaY",
['1596962063045496833'],2022-11-27T20:20:00.000Z,1596962063045496833,2374475260,en,RT @EmilyZFeng: Tsinghua university right now👇🏼 city after city seeing protests small and large against Zero Covid policies and against exc…,
['1596962062441369604'],2022-11-27T20:20:00.000Z,1596962062441369604,1485790057420271617,en,"RT @luvinflix: mom: I want you home in 10 minutes 

me in another city: https://t.co/OP7UAnu8f7",
['1596962061954580481'],2022-11-27T20:20:00.000Z,1596962061954580481,947605809596334080,en,RT @SundaeDivine: The GOP after Trump looks like Atlantic City after Trump.,
['1596962061472481280'],2022-11-27T20:20:00.000Z,1596962061472481280,18734321,en,"The Chiefs are a-chargin' and the Rams are a-hurtin', literally. https://t.co/r4LGmdT3jj",
['1596962059883024385'],2022-11-27T20:19:59.000Z,1596962059883024385,897895526720446465,en,RT @EmilyZFeng: Tsinghua university right now👇🏼 city after city seeing protests small and large against Zero Covid policies and against exc…,
['1596962059648106498'],2022-11-27T20:19:59.000Z,1596962059648106498,635271421,en,RT @richenergyceo: I can confirm that my lawyers are challenging the sale of @Coventry_City to Doug King as it breaches the exclusivity agr…,
['1596962059526328322'],2022-11-27T20:19:59.000Z,1596962059526328322,1397605417824309249,en,China’s ‘iPhone City’ Sends 870 Workers Away Without Notice https://t.co/lqdOQxr0Jl,
['1596962059031224320'],2022-11-27T20:19:59.000Z,1596962059031224320,133321508,en,"RT @TheBlackChannel: Anyone who says America ""needs illegals"" because the population isn't ""big enough"" just needs to go to New York, Los A…",
['1596962058041692164'],2022-11-27T20:19:59.000Z,1596962058041692164,1107086654421061632,en,"RT @Rainmaker1973: Watch the rise of human cities, beginning with [arguably] the world’s first city in 3700 BC and continuing up to the pre…",
['1596962055885819904'],2022-11-27T20:19:58.000Z,1596962055885819904,939901806074912770,en,RT @PakistanCheck: Former Interior Minister of Pakistan and an ally of former Prime Minister Imran Khan tweets a clip claiming to be a bird…,
['1596962055495581701'],2022-11-27T20:19:58.000Z,1596962055495581701,1587627804086059009,en,Use of any relationship consumer order thing scene check college car include city. https://t.co/wULi5sf5I4,
['1596962055231111168'],2022-11-27T20:19:58.000Z,1596962055231111168,1587843049924739076,en,Debate responsibility baby cover city race sometimes chair free give population. https://t.co/VJ59Ji7kpL,
['1596962055080136704'],2022-11-27T20:19:58.000Z,1596962055080136704,1390052362904117252,en,"RT @nickroberts317: My name is Nick Roberts. I am a Gen-Z candidate for Indy City-County Council.

When elected, I will always be an advoca…",
['1596962054220304384'],2022-11-27T20:19:58.000Z,1596962054220304384,1254252920364773376,en,"RT @vluvseer: ༻❧⇝ aries, cancer, libra, capricorn

𓏲 a major new life chapter

you’ve been feeling it—the urge to drop off everything and j…",
['1596962053570560000'],2022-11-27T20:19:58.000Z,1596962053570560000,724018040069705729,en,"RT @PTSPentax: Fear not: for, behold, I bring you good tidings of great joy, which shall be to all people. For unto you is born this day in…",
['1596962053138173952'],2022-11-27T20:19:58.000Z,1596962053138173952,902262339226959873,en,RT @SolomonYue: Those🇨🇳protesters in Wuhan shouted: Long live freedom! Long live democracy! Be free! Chinese people have reached a tipping…,
['1596962052438122498'],2022-11-27T20:19:58.000Z,1596962052438122498,1584210246591021057,en,Debate responsibility baby cover city race sometimes chair free give population. https://t.co/0HGU2RCPoI,
['1596962051708293121'],2022-11-27T20:19:57.000Z,1596962051708293121,1258128223545638912,en,Bad bitches from my city 😮‍💨 https://t.co/W6ZdZm2tLZ,
['1596962051619897344'],2022-11-27T20:19:57.000Z,1596962051619897344,1569040524249812992,en,"RT @Gerashchenko_en: Instead of a thousand words.

Iryna Orfiniak at the grave of her granddaughter Veronika who was killed alongside her f…",
['1596962051150475265'],2022-11-27T20:19:57.000Z,1596962051150475265,767389210210738177,en,"RT @Harry_Styles: Love On Tour. Mexico City I. November, 2022. https://t.co/AS0hs8QfA1",
